rank,user_nick,stock_name,weight,scraped_at
1,사계절투자법,엘앤에프,,2025-10-27 15:14:40
1,사계절투자법,에코프로비엠,,2025-10-27 15:14:40
1,사계절투자법,코스모신소재,,2025-10-27 15:14:40
1,사계절투자법,에코프로머티,,2025-10-27 15:14:40
1,사계절투자법,엔켐,,2025-10-27 15:14:40
1,사계절투자법,대주전자재료,,2025-10-27 15:14:40
1,사계절투자법,이브이첨단소재,,2025-10-27 15:14:40
1,사계절투자법,포스코퓨처엠,,2025-10-27 15:14:40
2,코스모스,에코프로,,2025-10-27 15:14:48
2,코스모스,포스코퓨처엠,,2025-10-27 15:14:48
2,코스모스,에코프로비엠,,2025-10-27 15:14:48
2,코스모스,한미반도체,,2025-10-27 15:14:48
2,코스모스,삼성SDI,,2025-10-27 15:14:48
2,코스모스,코스모신소재,,2025-10-27 15:14:48
2,코스모스,대한전선,,2025-10-27 15:14:48
2,코스모스,고영,,2025-10-27 15:14:48
2,코스모스,DB하이텍,,2025-10-27 15:14:48
3,귀여운바위게,에코프로,,2025-10-27 15:14:57
3,귀여운바위게,삼성중공업,,2025-10-27 15:14:57
3,귀여운바위게,삼성SDI,,2025-10-27 15:14:57
3,귀여운바위게,코스모신소재,,2025-10-27 15:14:57
3,귀여운바위게,로보스타,,2025-10-27 15:14:57
3,귀여운바위게,에코프로비엠,,2025-10-27 15:14:57
3,귀여운바위게,포스코DX,,2025-10-27 15:14:57
3,귀여운바위게,이수페타시스,,2025-10-27 15:14:57
3,귀여운바위게,클로봇,,2025-10-27 15:14:57
3,귀여운바위게,한중엔시에스,,2025-10-27 15:14:57
4,보라색맛나,SK하이닉스,,2025-10-27 15:15:06
4,보라색맛나,포스코퓨처엠,,2025-10-27 15:15:06
4,보라색맛나,이수페타시스,,2025-10-27 15:15:06
4,보라색맛나,삼성중공업,,2025-10-27 15:15:06
4,보라색맛나,해성디에스,,2025-10-27 15:15:06
4,보라색맛나,HD현대미포,,2025-10-27 15:15:06
4,보라색맛나,KCC,,2025-10-27 15:15:06
4,보라색맛나,테크윙,,2025-10-27 15:15:06
4,보라색맛나,한화에어로스페이스,,2025-10-27 15:15:06
5,훈식,두산,,2025-10-27 15:15:14
5,훈식,SK하이닉스,,2025-10-27 15:15:14
5,훈식,디아이,,2025-10-27 15:15:14
5,훈식,HD현대,,2025-10-27 15:15:14
5,훈식,파미셀,,2025-10-27 15:15:14
5,훈식,이수페타시스,,2025-10-27 15:15:14
5,훈식,LS ELECTRIC,,2025-10-27 15:15:14
5,훈식,큐리옥스바이오시스템즈,,2025-10-27 15:15:14
5,훈식,삼성중공업,,2025-10-27 15:15:14
5,훈식,HJ중공업,,2025-10-27 15:15:14
6,MKNT_MIN,엘앤에프,,2025-10-27 15:15:23
6,MKNT_MIN,에코프로비엠,,2025-10-27 15:15:23
6,MKNT_MIN,한미반도체,,2025-10-27 15:15:23
6,MKNT_MIN,엔켐,,2025-10-27 15:15:23
6,MKNT_MIN,에코프로머티,,2025-10-27 15:15:23
6,MKNT_MIN,코스모신소재,,2025-10-27 15:15:23
6,MKNT_MIN,에코프로,,2025-10-27 15:15:23
6,MKNT_MIN,효성중공업,,2025-10-27 15:15:23
6,MKNT_MIN,SK하이닉스,,2025-10-27 15:15:23
6,MKNT_MIN,현대차,,2025-10-27 15:15:23
7,숭실숭실해,한화오션,,2025-10-27 15:15:31
7,숭실숭실해,SK하이닉스,,2025-10-27 15:15:31
7,숭실숭실해,LG에너지솔루션,,2025-10-27 15:15:31
7,숭실숭실해,삼성SDI,,2025-10-27 15:15:31
7,숭실숭실해,한미반도체,,2025-10-27 15:15:31
7,숭실숭실해,두산에너빌리티,,2025-10-27 15:15:31
7,숭실숭실해,에코프로비엠,,2025-10-27 15:15:31
7,숭실숭실해,고려아연,,2025-10-27 15:15:31
7,숭실숭실해,미래에셋증권,,2025-10-27 15:15:31
7,숭실숭실해,코스모신소재,,2025-10-27 15:15:31
8,santago,포스코퓨처엠,,2025-10-27 15:15:39
8,santago,에코프로비엠,,2025-10-27 15:15:39
8,santago,삼성SDI,,2025-10-27 15:15:39
8,santago,현대건설,,2025-10-27 15:15:39
8,santago,포스코DX,,2025-10-27 15:15:39
8,santago,카카오,,2025-10-27 15:15:39
9,RICH_KKK,엘앤에프,,2025-10-27 15:15:48
9,RICH_KKK,포스코퓨처엠,,2025-10-27 15:15:48
9,RICH_KKK,삼성SDI,,2025-10-27 15:15:48
9,RICH_KKK,로보티즈,,2025-10-27 15:15:48
9,RICH_KKK,대주전자재료,,2025-10-27 15:15:48
9,RICH_KKK,대한광통신,,2025-10-27 15:15:48
9,RICH_KKK,이수스페셜티케미컬,,2025-10-27 15:15:48
9,RICH_KKK,두산에너빌리티,,2025-10-27 15:15:48
9,RICH_KKK,비에이치아이,,2025-10-27 15:15:48
9,RICH_KKK,에코프로머티,,2025-10-27 15:15:48
10,이레,엘앤에프,,2025-10-27 15:15:57
10,이레,한미반도체,,2025-10-27 15:15:57
10,이레,고려아연,,2025-10-27 15:15:57
10,이레,효성중공업,,2025-10-27 15:15:57
10,이레,일진전기,,2025-10-27 15:15:57
10,이레,나노신소재,,2025-10-27 15:15:57
10,이레,에코프로,,2025-10-27 15:15:57
10,이레,삼성전자,,2025-10-27 15:15:57
10,이레,제이앤티씨,,2025-10-27 15:15:57
10,이레,엘티씨,,2025-10-27 15:15:57
11,딸깍,엘앤에프,,2025-10-27 15:16:05
11,딸깍,포스코퓨처엠,,2025-10-27 15:16:05
11,딸깍,대한광통신,,2025-10-27 15:16:05
11,딸깍,SK하이닉스,,2025-10-27 15:16:05
11,딸깍,중앙첨단소재,,2025-10-27 15:16:05
11,딸깍,포스코DX,,2025-10-27 15:16:05
11,딸깍,에코프로비엠,,2025-10-27 15:16:05
11,딸깍,원익IPS,,2025-10-27 15:16:05
11,딸깍,에스피지,,2025-10-27 15:16:05
12,poee,코스모신소재,,2025-10-27 15:16:13
12,poee,엘앤에프,,2025-10-27 15:16:13
12,poee,에코프로비엠,,2025-10-27 15:16:13
12,poee,해성디에스,,2025-10-27 15:16:13
12,poee,S-Oil,,2025-10-27 15:16:13
12,poee,제주반도체,,2025-10-27 15:16:13
12,poee,LG화학,,2025-10-27 15:16:13
12,poee,한미반도체,,2025-10-27 15:16:13
12,poee,포스코DX,,2025-10-27 15:16:13
12,poee,두산밥캣,,2025-10-27 15:16:13
13,한지평,코스모신소재,,2025-10-27 15:16:22
13,한지평,에코프로비엠,,2025-10-27 15:16:22
13,한지평,중앙첨단소재,,2025-10-27 15:16:22
13,한지평,삼성SDI,,2025-10-27 15:16:22
13,한지평,엘앤에프,,2025-10-27 15:16:22
13,한지평,SK하이닉스,,2025-10-27 15:16:22
13,한지평,한화오션,,2025-10-27 15:16:22
13,한지평,엔켐,,2025-10-27 15:16:22
13,한지평,툴젠,,2025-10-27 15:16:22
13,한지평,에스엠벡셀,,2025-10-27 15:16:22
14,가주한,엘앤에프,,2025-10-27 15:16:26
14,가주한,SK하이닉스,,2025-10-27 15:16:26
14,가주한,에코프로비엠,,2025-10-27 15:16:26
14,가주한,삼성전자,,2025-10-27 15:16:26
14,가주한,에코프로,,2025-10-27 15:16:26
14,가주한,두산,,2025-10-27 15:16:26
14,가주한,삼성SDI,,2025-10-27 15:16:26
14,가주한,비에이치아이,,2025-10-27 15:16:26
14,가주한,하나마이크론,,2025-10-27 15:16:26
14,가주한,심텍,,2025-10-27 15:16:26
15,고양이를위하여_GIC,SK하이닉스,,2025-10-27 15:16:29
15,고양이를위하여_GIC,LS ELECTRIC,,2025-10-27 15:16:29
15,고양이를위하여_GIC,LS,,2025-10-27 15:16:29
15,고양이를위하여_GIC,HD현대,,2025-10-27 15:16:29
15,고양이를위하여_GIC,삼성전자,,2025-10-27 15:16:29
15,고양이를위하여_GIC,HD현대중공업,,2025-10-27 15:16:29
15,고양이를위하여_GIC,현대차,,2025-10-27 15:16:29
15,고양이를위하여_GIC,기아,,2025-10-27 15:16:29
15,고양이를위하여_GIC,한화오션,,2025-10-27 15:16:29
15,고양이를위하여_GIC,삼성SDI,,2025-10-27 15:16:29
16,스윙의신123,포스코퓨처엠,,2025-10-27 15:16:31
16,스윙의신123,SK하이닉스,,2025-10-27 15:16:31
16,스윙의신123,삼성전자,,2025-10-27 15:16:31
16,스윙의신123,LG에너지솔루션,,2025-10-27 15:16:31
16,스윙의신123,미래에셋증권,,2025-10-27 15:16:31
16,스윙의신123,POSCO홀딩스,,2025-10-27 15:16:31
16,스윙의신123,티엘비,,2025-10-27 15:16:31
16,스윙의신123,현대모비스,,2025-10-27 15:16:31
17,아일렉스,SK하이닉스,,2025-10-27 15:16:33
17,아일렉스,삼성전자,,2025-10-27 15:16:33
17,아일렉스,두산에너빌리티,,2025-10-27 15:16:33
17,아일렉스,엘앤에프,,2025-10-27 15:16:33
17,아일렉스,삼성중공업,,2025-10-27 15:16:33
17,아일렉스,심텍,,2025-10-27 15:16:33
17,아일렉스,해성디에스,,2025-10-27 15:16:33
17,아일렉스,한화오션,,2025-10-27 15:16:33
17,아일렉스,지엔씨에너지,,2025-10-27 15:16:33
17,아일렉스,산일전기,,2025-10-27 15:16:33
18,이더지마이더야,두산,,2025-10-27 15:16:36
18,이더지마이더야,SK하이닉스,,2025-10-27 15:16:36
18,이더지마이더야,한미반도체,,2025-10-27 15:16:36
18,이더지마이더야,엘앤에프,,2025-10-27 15:16:36
18,이더지마이더야,OCI홀딩스,,2025-10-27 15:16:36
18,이더지마이더야,삼성전자,,2025-10-27 15:16:36
18,이더지마이더야,고려아연,,2025-10-27 15:16:36
18,이더지마이더야,대덕전자,,2025-10-27 15:16:36
18,이더지마이더야,HD현대중공업,,2025-10-27 15:16:36
18,이더지마이더야,LS ELECTRIC,,2025-10-27 15:16:36
19,chics,중앙첨단소재,,2025-10-27 15:16:38
19,chics,심텍홀딩스,,2025-10-27 15:16:38
19,chics,엘앤에프,,2025-10-27 15:16:38
19,chics,심텍,,2025-10-27 15:16:38
19,chics,에코프로머티,,2025-10-27 15:16:38
19,chics,두산에너빌리티,,2025-10-27 15:16:38
19,chics,삼성전자,,2025-10-27 15:16:38
19,chics,엔켐,,2025-10-27 15:16:38
19,chics,현대ADM,,2025-10-27 15:16:38
20,바게트버터,한미반도체,,2025-10-27 15:16:41
20,바게트버터,엘앤에프,,2025-10-27 15:16:41
20,바게트버터,한화오션,,2025-10-27 15:16:41
20,바게트버터,미래에셋증권,,2025-10-27 15:16:41
20,바게트버터,두산에너빌리티,,2025-10-27 15:16:41
20,바게트버터,두산테스나,,2025-10-27 15:16:41
20,바게트버터,일진전기,,2025-10-27 15:16:41
20,바게트버터,대한전선,,2025-10-27 15:16:41
20,바게트버터,이오테크닉스,,2025-10-27 15:16:41
20,바게트버터,갤럭시아머니트리,,2025-10-27 15:16:41
21,HYSW_jj,휴림로봇,,2025-10-27 15:16:44
21,HYSW_jj,삼성SDI,,2025-10-27 15:16:44
21,HYSW_jj,삼성전자,,2025-10-27 15:16:44
21,HYSW_jj,LG에너지솔루션,,2025-10-27 15:16:44
21,HYSW_jj,LS ELECTRIC,,2025-10-27 15:16:44
21,HYSW_jj,기아,,2025-10-27 15:16:44
21,HYSW_jj,레인보우로보틱스,,2025-10-27 15:16:44
21,HYSW_jj,에코프로비엠,,2025-10-27 15:16:44
21,HYSW_jj,S-Oil,,2025-10-27 15:16:44
21,HYSW_jj,삼성증권,,2025-10-27 15:16:44
22,이덕현_GIC,에코프로비엠,,2025-10-27 15:16:46
22,이덕현_GIC,대주전자재료,,2025-10-27 15:16:46
22,이덕현_GIC,에코프로머티,,2025-10-27 15:16:46
22,이덕현_GIC,제주반도체,,2025-10-27 15:16:46
22,이덕현_GIC,포스코퓨처엠,,2025-10-27 15:16:46
22,이덕현_GIC,하이젠알앤엠,,2025-10-27 15:16:46
22,이덕현_GIC,한미반도체,,2025-10-27 15:16:46
22,이덕현_GIC,레인보우로보틱스,,2025-10-27 15:16:46
22,이덕현_GIC,클로봇,,2025-10-27 15:16:46
22,이덕현_GIC,보로노이,,2025-10-27 15:16:46
23,RICH_차가운심장,엘앤에프,,2025-10-27 15:16:49
23,RICH_차가운심장,포스코퓨처엠,,2025-10-27 15:16:49
23,RICH_차가운심장,삼성SDI,,2025-10-27 15:16:49
23,RICH_차가운심장,에코프로,,2025-10-27 15:16:49
23,RICH_차가운심장,삼영엠텍,,2025-10-27 15:16:49
23,RICH_차가운심장,이수페타시스,,2025-10-27 15:16:49
23,RICH_차가운심장,LG에너지솔루션,,2025-10-27 15:16:49
23,RICH_차가운심장,삼성전자,,2025-10-27 15:16:49
23,RICH_차가운심장,SK하이닉스,,2025-10-27 15:16:49
23,RICH_차가운심장,이수스페셜티케미컬,,2025-10-27 15:16:49
24,wildcard,SK하이닉스,,2025-10-27 15:16:51
24,wildcard,중앙첨단소재,,2025-10-27 15:16:51
24,wildcard,에코프로비엠,,2025-10-27 15:16:51
24,wildcard,두산에너빌리티,,2025-10-27 15:16:51
24,wildcard,삼성전자,,2025-10-27 15:16:51
24,wildcard,새빗켐,,2025-10-27 15:16:51
24,wildcard,에코프로머티,,2025-10-27 15:16:51
24,wildcard,엘앤에프,,2025-10-27 15:16:51
24,wildcard,로보스타,,2025-10-27 15:16:51
24,wildcard,삼영엠텍,,2025-10-27 15:16:51
25,Happening,SK하이닉스,,2025-10-27 15:16:53
25,Happening,삼성전자,,2025-10-27 15:16:53
25,Happening,효성중공업,,2025-10-27 15:16:53
25,Happening,한미반도체,,2025-10-27 15:16:53
25,Happening,두산에너빌리티,,2025-10-27 15:16:53
25,Happening,두산,,2025-10-27 15:16:53
25,Happening,현대무벡스,,2025-10-27 15:16:53
25,Happening,프로티나,,2025-10-27 15:16:53
25,Happening,대덕전자,,2025-10-27 15:16:53
25,Happening,지엔씨에너지,,2025-10-27 15:16:53
26,ICOK_dkanak,두산,,2025-10-27 15:16:56
26,ICOK_dkanak,한미반도체,,2025-10-27 15:16:56
26,ICOK_dkanak,효성중공업,,2025-10-27 15:16:56
26,ICOK_dkanak,SK하이닉스,,2025-10-27 15:16:56
26,ICOK_dkanak,두산에너빌리티,,2025-10-27 15:16:56
26,ICOK_dkanak,에코프로,,2025-10-27 15:16:56
26,ICOK_dkanak,피에스케이,,2025-10-27 15:16:56
26,ICOK_dkanak,에코프로비엠,,2025-10-27 15:16:56
26,ICOK_dkanak,HD현대일렉트릭,,2025-10-27 15:16:56
